Table 1
,,,,,,,,,,,,,,
,Date,FTSE 100,Date,FTSE-All Share,Date,Gold ,Date,GBP Currency,Date,10 year Britain Bond,Date,3 Month British Bond,,
,,,2/27/2008,3110.28,8/5/2008,447.33,8/6/2008,1.9477,2008-02-27,4.7020,,,,
,,,2/26/2008,3113.59,8/4/2008,456.02,8/5/2008,1.9547,2008-02-26,4.7160,,,,
,,,2/25/2008,3070.78,8/1/2008,461.12,8/4/2008,1.9624,2008-02-25,4.7220,,,,
,,,2/22/2008,3012.91,7/31/2008,460.75,8/1/2008,1.975,2008-02-22,4.6870,,,,
,,,2/21/2008,3037.38,7/30/2008,457.19,7/31/2008,1.9841,2008-02-21,4.6850,,,,
,,,2/20/2008,3018.07,7/29/2008,464.35,7/30/2008,1.9817,2008-02-20,4.6880,,,,
,,,2/19/2008,3053.21,7/28/2008,466.75,7/29/2008,1.9788,2008-02-19,4.6440,,,,
,,,2/18/2008,3038.58,7/25/2008,466.89,7/28/2008,1.9939,2008-02-18,4.6520,,,,
,,,2/15/2008,2962.24,7/24/2008,467.15,7/25/2008,1.9916,2008-02-15,4.6030,,,,
,,,2/14/2008,3010.32,7/23/2008,460.58,7/24/2008,1.9869,2008-02-14,4.6390,,,,
,,,2/13/2008,3006.13,7/22/2008,475.16,7/23/2008,1.9995,2008-02-13,4.6170,,,,
,,,2/12/2008,3020.79,7/21/2008,481.88,7/22/2008,1.9917,2008-02-12,4.6170,,,,
,,,2/11/2008,2920.45,7/18/2008,477.79,7/21/2008,2.0033,2008-02-11,4.4970,,,,
,,,2/8/2008,2956.6,7/17/2008,477.77,7/18/2008,1.9989,2008-02-08,4.4300,,,,
,,,2/7/2008,2928.58,7/16/2008,480.22,7/17/2008,2.0038,2008-02-07,4.4300,,,,
,,,2/6/2008,3000.22,7/15/2008,487.41,7/16/2008,1.9991,2008-02-06,4.4600,,,,
,,,2/5/2008,2999.53,7/14/2008,487.48,7/15/2008,2.0059,2008-02-05,4.4090,,,,
,,,2/4/2008,3079.82,7/11/2008,484.83,7/14/2008,1.9951,2008-02-04,4.5050,,,,
,,,2/1/2008,3077.41,7/10/2008,479.09,7/11/2008,1.9888,2008-02-01,4.4730,,,,
,,,1/31/2008,3000.1,7/9/2008,468.2,7/10/2008,1.9779,2008-01-31,4.4770,,,,
,,,1/30/2008,2983.27,7/8/2008,466.91,7/9/2008,1.9832,2008-01-30,4.5670,,,,
,,,1/29/2008,3003.9,7/7/2008,468.44,7/8/2008,1.9695,2008-01-29,4.5860,,,,
,,,1/28/2008,2951.33,7/4/2008,470.99,7/7/2008,1.9762,2008-01-28,4.4880,,,,
,,,1/25/2008,2990.24,7/3/2008,471.11,7/4/2008,1.9823,2008-01-25,4.5290,,,,
,,,1/24/2008,2997.75,7/2/2008,474.2,7/3/2008,1.9833,2008-01-24,4.5350,,,,
,,,1/23/2008,2867.01,7/1/2008,470.98,7/2/2008,1.993,2008-01-23,4.4200,,,,
,,,1/22/2008,2928.6,6/30/2008,464.49,7/1/2008,1.9949,2008-01-22,4.4990,,,,
,,,1/21/2008,2845.11,6/27/2008,465.08,6/30/2008,1.9923,2008-01-21,4.3650,,,,
,,,1/18/2008,3003.52,6/26/2008,461.19,6/27/2008,1.995,2008-01-18,4.4390,,,,
,,,1/17/2008,3003.3,6/25/2008,448.78,6/26/2008,1.989,2008-01-17,4.4130,,,,
,,,1/16/2008,3018.75,6/24/2008,451.37,6/25/2008,1.9751,2008-01-16,4.3830,,,,
,,,1/15/2008,3060.86,6/23/2008,449.67,6/24/2008,1.9709,2008-01-15,4.3960,,,,
,,,1/14/2008,3153.86,6/20/2008,456.53,6/23/2008,1.9655,2008-01-14,4.4140,,,,
,,,1/11/2008,3139.73,6/19/2008,455.49,6/20/2008,1.9761,2008-01-11,4.4240,,,,
,,,1/10/2008,3148.48,6/18/2008,456.35,6/19/2008,1.9723,2008-01-10,4.4020,,,,
,,,1/9/2008,3177.15,6/17/2008,451.11,6/18/2008,1.9599,2008-01-09,4.3970,,,,
,,,1/8/2008,3222.26,6/16/2008,449.45,6/17/2008,1.9568,2008-01-08,4.4490,,,,
,,,1/7/2008,3210.23,6/13/2008,447.46,6/16/2008,1.9632,2008-01-07,4.4100,,,,
,,,1/4/2008,3223.44,6/12/2008,446.09,6/13/2008,1.9476,2008-01-04,4.4060,,,,
,,,1/3/2008,3291.47,6/11/2008,448.45,6/12/2008,1.9464,2008-01-03,4.4510,,,,
,,,1/2/2008,3269.02,6/10/2008,443.59,6/11/2008,1.9632,2008-01-02,4.4400,,,,
,,,12/31/2007,3286.67,6/9/2008,452.08,6/10/2008,1.9544,2007-12-31,4.5080,,,,
,,,12/28/2007,3294.6,6/6/2008,457.8,6/9/2008,1.9751,2007-12-28,4.5570,,,,
,,,12/27/2007,3301.58,6/5/2008,447.94,6/6/2008,1.9708,2007-12-27,4.6300,,,,
,,,12/24/2007,3292.18,6/4/2008,449.67,6/5/2008,1.9585,2007-12-24,4.5920,,,,
,,,12/21/2007,3270.4,6/3/2008,448.4,6/4/2008,1.9557,2007-12-21,4.6370,,,,
,,,12/20/2007,3225.51,6/2/2008,453.16,6/3/2008,1.9634,2007-12-20,4.5890,,,,
,,,12/19/2007,3192.35,5/30/2008,447.23,6/2/2008,1.9671,2007-12-19,4.6810,,,,
,,,12/18/2007,3187.51,5/29/2008,444.16,5/30/2008,1.9823,2007-12-18,4.7500,,,,
,,,12/17/2007,3185.3,5/28/2008,454.76,5/29/2008,1.9766,2007-12-17,4.7560,,,,
,,,12/14/2007,3249.24,5/27/2008,458.48,5/28/2008,1.9813,2007-12-14,4.7910,,,,
,,,12/13/2007,3231.66,5/26/2008,468.84,5/27/2008,1.9763,2007-12-13,4.7640,,,,
,,,12/12/2007,3328.95,5/23/2008,467.24,5/26/2008,1.9821,2007-12-12,4.8020,,,,
,,,12/11/2007,3320.59,5/22/2008,465.49,5/23/2008,1.9798,2007-12-11,4.6700,,,,
,,,12/10/2007,3331.66,5/21/2008,472.62,5/22/2008,1.9804,2007-12-10,4.6980,,,,
,,,12/7/2007,3327.42,5/20/2008,467.03,5/21/2008,1.9732,2007-12-07,4.6410,,,,
,,,12/6/2007,3291.65,5/19/2008,464.48,5/20/2008,1.9683,2007-12-06,4.5490,,,,
,,,12/5/2007,3296.03,5/16/2008,460.97,5/19/2008,1.9489,2007-12-05,4.4870,,,,
,,,12/4/2007,3209.14,5/15/2008,452.76,5/16/2008,1.9571,2007-12-04,4.5300,,,,
,,,12/3/2007,3252.98,5/14/2008,444.02,5/15/2008,1.9472,2007-12-03,4.5840,,,,
,,,11/30/2007,3280.87,5/13/2008,445.61,5/14/2008,1.9459,2007-11-30,4.6370,,,,
,,,11/29/2007,3241.73,5/12/2008,450.74,5/13/2008,1.9455,2007-11-29,4.5750,,,,
,,,11/28/2007,3219.53,5/9/2008,452.86,5/12/2008,1.9578,2007-11-28,4.6810,,,,
,,,11/27/2007,3135.71,5/8/2008,451.22,5/9/2008,1.9539,2007-11-27,4.5900,,,,
,,,11/26/2007,3160.2,5/7/2008,444.63,5/8/2008,1.9541,2007-11-26,4.5570,,,,
,,,11/23/2007,3198.45,5/6/2008,444.02,5/7/2008,1.9539,2007-11-23,4.5640,,,,
,,,11/22/2007,3143.34,5/5/2008,443.27,5/6/2008,1.9738,2007-11-22,4.5250,,,,
,,,11/21/2007,3103.8,5/2/2008,434.36,5/5/2008,1.972,2007-11-21,4.5600,,,,
,,,11/20/2007,3184.41,5/1/2008,431.8,5/2/2008,1.9717,2007-11-20,4.6180,,,,
,,,11/19/2007,3135.95,4/30/2008,441.61,5/1/2008,1.9748,2007-11-19,4.6080,,,,
,,,11/16/2007,3225.71,4/29/2008,441.96,4/30/2008,1.9869,2007-11-16,4.6350,,,,
,,,11/15/2007,3261.35,4/28/2008,448.56,4/29/2008,1.9697,2007-11-15,4.6760,,,,
,,,11/14/2007,3300.75,4/25/2008,446.36,4/28/2008,1.9914,2007-11-14,4.7370,,,,
,,,11/13/2007,3264.12,4/24/2008,448.75,4/25/2008,1.9858,2007-11-13,4.7500,,,,
,,,11/12/2007,3252.53,4/23/2008,456.58,4/24/2008,1.974,2007-11-12,4.7530,,,,
,,,11/9/2007,3237.33,4/22/2008,459.03,4/23/2008,1.9804,2007-11-09,4.7370,,,,
,,,11/8/2007,3278.3,4/21/2008,462.9,4/22/2008,1.9954,2007-11-08,4.7810,,,,
,,,11/7/2007,3285.09,4/18/2008,459.02,4/21/2008,1.9804,2007-11-07,4.8300,,,,
,,,11/6/2007,3332.91,4/17/2008,471.42,4/18/2008,1.9979,2007-11-06,4.8650,,,,
,,,11/5/2007,3325.89,4/16/2008,478.91,4/17/2008,1.9912,2007-11-05,4.8560,,,,
,,,11/2/2007,3361.53,4/15/2008,472.74,4/16/2008,1.9723,2007-11-02,4.8650,,,,
,,,11/1/2007,3389.38,4/14/2008,467.22,4/15/2008,1.9626,2007-11-01,4.9190,,,,
,,,10/31/2007,3454.12,4/11/2008,469.9,4/14/2008,1.9784,2007-10-31,4.9280,,,,
,,,10/30/2007,3419.32,4/10/2008,471.39,4/11/2008,1.9691,2007-10-30,4.8720,,,,
,,,10/29/2007,3442.63,4/9/2008,472.59,4/10/2008,1.9707,2007-10-29,4.8480,,,,
,,,10/26/2007,3421.31,4/8/2008,464.49,4/9/2008,1.9758,2007-10-26,4.8460,,,,
,,,10/25/2007,3383.34,4/7/2008,462.73,4/8/2008,1.9697,2007-10-25,4.8490,,,,
,,,10/24/2007,3334.02,4/4/2008,458.43,4/7/2008,1.9883,2007-10-24,4.8400,,,,
,,,10/23/2007,3351.93,4/3/2008,452.22,4/4/2008,1.9933,2007-10-23,4.8910,,,,
,,,10/22/2007,3319.49,4/2/2008,455.13,4/3/2008,1.9968,2007-10-22,4.8790,,,,
,,,10/19/2007,3355.25,4/1/2008,446.72,4/2/2008,1.9874,2007-10-19,4.8890,,,,
,,,10/18/2007,3395.24,3/31/2008,462.21,4/1/2008,1.9759,2007-10-18,4.9690,,,,
,,,10/17/2007,3429.83,3/28/2008,466.82,3/31/2008,1.9837,2007-10-17,5.0280,,,,
,,,10/16/2007,3395.42,3/27/2008,471.95,3/28/2008,1.9944,2007-10-16,5.0750,,,,
,,,10/15/2007,3411.41,3/26/2008,475.09,3/27/2008,2.0073,2007-10-15,5.0870,,,,
,,,10/12/2007,3454.53,3/25/2008,468.05,3/26/2008,2.0088,2007-10-12,5.0770,,,,
,,,10/11/2007,3453.62,3/24/2008,460.96,3/25/2008,2.0059,2007-10-11,5.0220,,,,
,,,10/10/2007,3409.37,3/21/2008,463.93,3/24/2008,1.9855,2007-10-10,4.9820,,,,
,,,10/9/2007,3397.78,3/20/2008,458.6,3/21/2008,1.9818,2007-10-09,4.8950,,,,
,,,10/8/2007,3361.57,3/19/2008,475.78,3/20/2008,1.985,2007-10-08,4.9490,,,,
,,,10/5/2007,3387.06,3/18/2008,489.63,3/19/2008,1.9843,2007-10-05,4.9540,,,,
,,,10/4/2007,3365.8,3/17/2008,501.61,3/18/2008,2.0064,2007-10-04,4.9410,,,,
,,,10/3/2007,3360.12,3/14/2008,496.46,3/17/2008,1.999,2007-10-03,4.9660,,,,
,,,10/2/2007,3339.54,3/13/2008,489.3,3/14/2008,2.0202,2007-10-02,4.9640,,,,
,,,10/1/2007,3335.41,3/12/2008,484.92,3/13/2008,2.0335,2007-10-01,4.9930,,,,
,,,9/28/2007,3316.89,3/11/2008,485.07,3/12/2008,2.027,2007-09-28,5.0110,,,,
,,,9/27/2007,3325.87,3/10/2008,484.23,3/11/2008,2.0064,2007-09-27,5.0640,,,,
,,,9/26/2007,3296.97,3/7/2008,483.31,3/10/2008,2.0093,2007-09-26,5.0580,,,,
,,,9/25/2007,3279.98,3/6/2008,487.21,3/7/2008,2.0134,2007-09-25,5.0250,,,,
,,,9/24/2007,3317.54,3/5/2008,496.9,3/6/2008,2.0092,2007-09-24,5.0720,,,,
,,,9/21/2007,3314.93,3/4/2008,485.49,3/5/2008,1.992,2007-09-21,5.0900,,,,
,,,9/20/2007,3300.57,3/3/2008,495.77,3/4/2008,1.9864,2007-09-20,5.0370,,,,
,,,9/19/2007,3319.35,2/29/2008,489.7,3/3/2008,1.9836,2007-09-19,4.9920,,,,
,,,9/18/2007,3228.77,2/28/2008,488.29,2/29/2008,1.9891,2007-09-18,4.9470,,,,
,,,9/17/2007,3183.17,2/27/2008,483.32,2/28/2008,1.9887,2007-09-17,4.8460,,,,
,,,9/14/2007,3238.76,2/26/2008,477.24,2/27/2008,1.9818,2007-09-14,4.8670,,,,
,,,9/13/2007,3280.65,2/25/2008,477.54,2/26/2008,1.9871,2007-09-13,4.9260,,,,
,,,9/12/2007,3257.98,2/22/2008,480.57,2/25/2008,1.9673,2007-09-12,4.9000,,,,
,,,9/11/2007,3246.79,2/21/2008,482.04,2/22/2008,1.9669,2007-09-11,4.9050,,,,
,,,9/10/2007,3173.22,2/20/2008,486.22,2/21/2008,1.9628,2007-09-10,4.9000,,,,
,,,9/7/2007,3203.8,2/19/2008,476.16,2/20/2008,1.9418,2007-09-07,4.9500,,,,
,,,9/6/2007,3265.71,2/18/2008,463.58,2/19/2008,1.9485,2007-09-06,5.0180,,,,
,,,9/5/2007,3246.56,2/15/2008,460.15,2/18/2008,1.9526,2007-09-05,5.0350,,,,
,,,9/4/2007,3301.16,2/14/2008,461.28,2/15/2008,1.9612,2007-09-04,5.0820,,,,
,,,9/3/2007,3268.01,2/13/2008,461.8,2/14/2008,1.969,2007-09-03,5.0740,,,,
,,,8/31/2007,3260.48,2/12/2008,462.48,2/13/2008,1.9629,2007-08-31,5.0360,,,,
,,,8/30/2007,3211.58,2/11/2008,473.53,2/12/2008,1.9599,2007-08-30,5.0250,,,,
,,,8/29/2007,3168.18,2/8/2008,474.43,2/11/2008,1.9509,2007-08-29,5.0360,,,,
,,,8/28/2007,3151.43,2/7/2008,468.78,2/8/2008,1.9459,2007-08-28,5.0530,,,,
,,,8/24/2007,3209.46,2/6/2008,459.13,2/7/2008,1.9424,2007-08-24,5.0800,,,,
,,,8/23/2007,3198.06,2/5/2008,451.98,2/6/2008,1.9615,2007-08-23,5.0640,,,,
,,,8/22/2007,3195.66,2/4/2008,457.87,2/5/2008,1.9649,2007-08-22,5.0980,,,,
,,,8/21/2007,3136.36,2/1/2008,460.76,2/4/2008,1.9734,2007-08-21,5.0040,,,,
,,,8/20/2007,3136.04,1/31/2008,465.94,2/1/2008,1.9651,2007-08-20,5.0690,,,,
,,,8/17/2007,3128.97,1/30/2008,467.87,1/31/2008,1.9872,2007-08-17,5.0760,,,,
,,,8/16/2007,3031.91,1/29/2008,464.31,1/30/2008,1.9863,2007-08-16,5.0790,,,,
,,,8/15/2007,3159.24,1/28/2008,468.17,1/29/2008,1.9894,2007-08-15,5.1310,,,,
,,,8/14/2007,3179.17,1/25/2008,460.86,1/28/2008,1.9843,2007-08-14,5.1820,,,,
,,,8/13/2007,3219.05,1/24/2008,461.85,1/25/2008,1.9831,2007-08-13,5.2330,,,,
,,,8/10/2007,3129.62,1/23/2008,455.32,1/24/2008,1.9765,2007-08-10,5.2230,,,,
,,,8/9/2007,3244.62,1/22/2008,455.06,1/23/2008,1.9553,2007-08-09,5.2550,,,,
,,,8/8/2007,3307.94,1/21/2008,445.11,1/22/2008,1.9606,2007-08-08,5.2970,,,,
,,,8/7/2007,3261.72,1/18/2008,451.67,1/21/2008,1.9434,2007-08-07,5.2040,,,,
,,,8/6/2007,3200.15,1/17/2008,445.27,1/18/2008,1.9554,2007-08-06,5.1940,,,,
,,,8/3/2007,3223.84,1/16/2008,446.6,1/17/2008,1.9715,2007-08-03,5.1840,,,,
,,,8/2/2007,3258.33,1/15/2008,452.6,1/16/2008,1.9636,2007-08-02,5.2370,,,,
,,,8/1/2007,3235.13,1/14/2008,462.18,1/15/2008,1.9627,2007-08-01,5.2020,,,,
,,,7/31/2007,3289.12,1/11/2008,457.67,1/14/2008,1.9559,2007-07-31,5.2090,,,,
,,,7/30/2007,3211.15,1/10/2008,455.37,1/11/2008,1.9566,2007-07-30,5.1610,,,,
,,,7/27/2007,3210.69,1/9/2008,448.66,1/10/2008,1.9615,2007-07-27,5.1980,,,,
,,,7/26/2007,3228.93,1/8/2008,444.99,1/9/2008,1.9585,2007-07-26,5.2100,,,,
,,,7/25/2007,3333.01,1/7/2008,435.62,1/8/2008,1.9732,2007-07-25,5.2830,,,,
,,,7/24/2007,3359.94,1/4/2008,435.49,1/7/2008,1.9704,2007-07-24,5.3110,,,,
,,,7/23/2007,3422.86,1/3/2008,438.82,1/4/2008,1.974,2007-07-23,5.3170,,,,
,,,7/20/2007,3407.79,1/2/2008,432.87,1/3/2008,1.971,2007-07-20,5.3070,,,,
,,,7/19/2007,3433.75,1/1/2008,419.69,1/2/2008,1.9808,2007-07-19,5.4140,,,,
,,,7/18/2007,3395.74,12/31/2007,420.12,1/1/2008,1.9864,2007-07-18,5.4120,,,,
,,,7/17/2007,3438.19,12/28/2007,421.04,12/31/2007,1.985,2007-07-17,5.4810,,,,
,,,7/16/2007,3459.66,12/27/2007,413.62,12/28/2007,1.9964,2007-07-16,5.4560,,,,
,,,7/13/2007,3467.92,12/26/2007,415.7,12/27/2007,1.9961,2007-07-13,5.4880,,,,
,,,7/12/2007,3454.05,12/25/2007,407.73,12/26/2007,1.9838,2007-07-12,5.4640,,,,
,,,7/11/2007,3413.09,12/24/2007,410.55,12/25/2007,1.9783,2007-07-11,5.4400,,,,
,,,7/10/2007,3422.92,12/21/2007,409.22,12/24/2007,1.9774,2007-07-10,5.4460,,,,
,,,7/9/2007,3463.62,12/20/2007,401.38,12/21/2007,1.9834,2007-07-09,5.5480,,,,
,,,7/6/2007,3454.13,12/19/2007,401.52,12/20/2007,1.9839,2007-07-06,5.5470,,,,
,,,7/5/2007,3428.06,12/18/2007,398.51,12/19/2007,1.9978,2007-07-05,5.5200,,,,
,,,7/4/2007,3445.33,12/17/2007,392.6,12/18/2007,2.0145,2007-07-04,5.4970,,,,
,,,7/3/2007,3427.29,12/14/2007,393.76,12/17/2007,2.0205,2007-07-03,5.4630,,,,
,,,7/2/2007,3396.77,12/13/2007,390.7,12/14/2007,2.0173,2007-07-02,5.4200,,,,
,,,6/29/2007,3404.14,12/12/2007,397.38,12/13/2007,2.0414,2007-06-29,5.4630,,,,
,,,6/28/2007,3388.16,12/11/2007,391.77,12/12/2007,2.0469,2007-06-28,5.4350,,,,
,,,6/27/2007,3363.76,12/10/2007,395.13,12/11/2007,2.0343,2007-06-27,5.4230,,,,
